Month,tmax,tmin,af,rain,sun
10,12.8,7.2,0,201.6,77.9
11,9.3,4.9,3,191.5,35.7
12,7.7,3.1,5,132.7,24.1
1,3.8,-1.2,21,53,49.4
2,6.2,0.2,11,31.3,69.3
3,8,1.7,8,81.3,115.3
4,11.9,4.7,0,61.5,120.9
5,15.3,7.3,0,56.1,157.7
6,16.6,8.9,0,69.5,166.3
7,18,11.8,0,165,94.2
8,16.8,10.7,0,185.7,110.7
9,15.3,9.8,0,288.2,75.3
10,13.3,7.4,0,54.8,89.6
11,6.8,0.3,17,115,53.7
12,7.5,3.1,6,178.2,25.8
1,5.4,0.1,14,151.4,40.9
2,3.1,-1.8,21,8.8,62.6
3,8.7,2.2,5,163.2,116.3
4,9.5,2.6,5,55.7,110.7
5,13.8,7.4,0,165.6,142.7
6,18.6,9.7,0,40.7,186.3
7,18,11.3,0,87.6,110.9
8,17.1,9.4,0,121.2,122.1
9,15.3,7.6,0,30.9,147.6
10,12.8,7.3,0,161.7,89.2
11,10.1,4.6,4,205.1,50.8
12,7.2,2.8,2,246.5,32.5
1,4,-0.7,14,64.5,38.9
2,7.1,0.4,11,81.3,65.8
3,8.1,1,11,118.5,104.9
4,13.1,5.6,0,54.9,116.3
5,14.9,6.2,0,58.7,199
6,16.3,8.7,0,117.4,126.1
7,19.3,11.8,0,53.4,146.7
8,18.5,10.7,0,106,143.8
9,16,9.1,0,113.5,158.4
10,11.3,4.7,4,150.9,84.8
11,8.5,4.1,3,81.4,52
12,7.6,2.1,10,119.7,24.7
1,6.5,1.8,7,160.7,39.8
2,7.6,2.1,1,111.9,77.2
3,8.9,2.3,8,146.1,68.2
4,12.1,4.3,1,68.1,112.5
5,16,6.7,0,61.6,179.2
6,20,10.5,0,12.6,203.8
7,17.4,10.8,0,144.5,106.2
8,18.2,11,0,138.4,126.6
9,15.7,9.3,0,115.8,128.8
10,12.4,6.3,3,143.9,76.5
11,8.8,2.6,7,84.3,67.8
12,9.7,5.4,0,95.6,26
1,9.5,4.9,0,174.4,26.7
2,8.1,2.3,6,170.7,64.9
3,9.5,2.5,3,198.7,93.7
4,10.7,3.1,5,52.5,139.4
5,16.9,7.1,0,25.1,217.3
6,18.3,9.1,0,76.4,179
7,22.2,11.4,0,22,259.5
8,18.1,11.3,0,133.9,131
9,16,8.8,0,82.7,104
10,13.6,7.7,0,130.6,78.8
11,8.2,2.8,7,42.3,70.5
12,4.8,-0.1,15,83.1,22.8
1,8.1,3.6,0,252,33.3
2,8.7,3.4,0,245.9,44.2
3,10.6,4.9,2,181,74.8
4,12.2,3.8,1,74.3,134
5,17.2,7.8,0,61.7,196.5
6,17.6,9.5,0,103.9,128.4
7,20,11.5,0,52.5,215.2
8,18.9,12,0,78.1,121.3
9,15.7,8.3,0,65,129.2
10,12.8,7.7,0,207.2,60.5
11,8.4,2.5,10,59,81.8
12,7.1,1.3,10,152,37.1
1,5.4,0.5,11,149.4,37.5
2,5.6,-0.3,15,63.4,67.4
3,10.6,3.8,1,98.1,79.6
4,12,4.7,1,129,144.7
5,16.5,7.6,0,9.1,195.1
6,16.4,8,0,96.2,165.6
7,20.8,13.1,0,86.5,145.5
8,19.6,12.6,0,48.8,131
9,17.4,8.8,0,120,150.6
10,12.1,6.4,0,102.5,64.8
11,8.7,3.2,6,185.2,51.6
12,7.8,2.2,6,136.4,19.2
1,7.1,1.4,14,124.8,28.9
2,8.3,2.8,4,173.7,51
3,9.8,4,2,145.8,72.6
4,11.4,4.7,0,73.5,71.9
5,17.4,8,0,84.4,192.1
6,19.7,11.3,0,29.1,171.3
7,18.6,11.2,0,72.9,130.1
8,17.5,10.6,0,171.5,140.9
9,14.8,9,0,161.8,90.5
10,10.4,2.9,4,78.5,102.7
11,9.2,2.8,6,183.3,36.3
12,6.2,1.1,11,94.8,18.1
1,7.8,1.7,7,277.5,27.8
2,8.8,3.4,4,21,36.9
3,9.7,2.5,7,109.4,92.6
4,12.5,4.5,1,118.6,97.8
5,15,6,0,96.5,129.8
6,18,10.3,0,42.6,99.5
7,17.4,10.6,0,62.9,112
8,18,9.1,0,61.8,159.7
9,15.9,7.9,0,73.9,115.5
10,10.7,4.1,6,72.3,95.3
11,6.7,1.8,13,100.8,45.8
12,5.8,1.1,9,217.7,29.9
1,6.6,1.7,7,193.7,32.5
2,5.1,0.5,9,79.4,47.5
3,8.9,3.2,0,217.9,88.1
4,11.8,4,0,91.1,131
5,15.2,6.1,0,12.7,186.4
6,16.6,9.3,0,89.8,150.8
7,20,12.1,0,68.7,145
8,18.3,10.9,0,124.2,158.8
9,15.3,8.4,0,55.2,115.1
10,12.2,6.2,0,71.7,69.5
11,11.4,7.4,0,141.7,39.2
12,7.9,3,6,277.8,24.7
1,6.6,0.8,12,181.5,55.7
2,7.6,2.4,5,182.7,69.4
3,8.1,1.7,8,104.2,100.3
4,13.1,5.3,1,36.4,145.3
5,15.9,6.8,0,63.1,170.4
6,20.1,9.5,0,26.2,259.9
7,20.9,12.4,0,106,183.4
8,22.7,13,0,22.1,234.2
9,16.7,9.5,0,128.3,111.6
10,14.6,8.9,0,279.5,79.6
11,9.9,4.7,2,70.2,56.7
12,4,-1.1,14,41,49.2
1,6.8,3.8,3,66.9,13.4
2,6.4,0.4,14,88.7,97.6
3,7.8,2.1,4,60,74.8
4,12,5.1,2,83,99.4
5,13.4,5.6,0,50.1,171.2
6,18.4,9.9,0,34.2,236.1
7,19.2,11.3,0,59,151.7
8,20.2,12.5,0,41.9,142.6
9,17.6,10.1,0,49.8,158.5
10,13.8,8.2,0,194.4,78
11,7.8,2.3,8,148.6,84.7
12,5.8,1.3,11,82.2,38.4
1,6,1.3,12,39.1,24.9
2,9,2.8,3,250.2,60.2
3,11,4.6,1,83.8,98.5
4,13.5,6,0,48.3,116
5,15.6,7,1,73,191.8
6,18.2,10.1,0,66.7,149.8
7,20.3,12.4,0,48.3,144.9
8,21.5,13.6,0,31.3,147.8
9,16.3,9.2,0,114.3,147.4
10,12.7,6.2,3,79.9,110.6
11,10.6,5.9,0,74.9,36.5
12,8,3.4,5,146.5,25.1
1,7.6,2.5,7,133.9,41.2
2,10,6.3,1,158.2,44.6
3,10.4,4.5,4,82.2,61.5
4,11.3,3.8,4,88.7,121.6
5,16.2,8.1,0,51.1,155
6,17,9.6,0,89.2,148.6
7,18.1,11.4,0,123.4,135.9
8,18.2,11.2,0,106.5,127.5
9,16.9,10.6,0,74,106.5
10,11.8,6.2,2,239.8,106.5
11,9.1,3.4,3,157.5,61.4
12,8.7,3.1,5,121.3,35.4
1,6.9,2.7,4,199.1,41.2
2,7.6,2.2,7,101.5,87.6
3,10.1,3.5,5,107.2,117
4,13.3,5.6,3,66.5,123.7
5,16,8.4,0,80.9,159.5
6,17.5,9,0,97.1,157.7
7,20.2,12.3,0,71.4,167.8
8,19.1,11.3,0,45.4,153.4
9,17.8,11.5,0,143.7,118.7
10,13.1,7.6,0,59.6,82.1
11,10,4.5,0,184.2,61.9
12,6.4,0.9,9,297.1,40.1
1,8.2,2.7,7,155,67.2
2,8.4,2.8,3,151.1,62.1
3,10.8,4.6,2,82.5,87.2
4,11.8,3.8,2,55,124.1
5,17.3,7.5,0,33.8,244.7
6,17.8,9.7,0,58.9,145.8
7,20.5,11.3,0,43.2,189.6
8,20.1,12.1,0,105.7,143.3
9,17.2,10.7,0,161.3,90.1
10,12.6,6.9,0,176.1,91.4
11,9,3.9,1,112.5,67.6
12,7.4,2.7,8,178,33.4
1,5.6,0.6,13,67.5,49.2
2,7.2,1.2,7,81.8,88.1
3,8.3,1.2,12,60,150
4,11.9,4,0,55.4,135.9
5,18.5,8.1,0,20.9,242.1
6,17.3,9.5,0,49.5,134.7
7,19.3,12,0,92.5,109.6
8,19.3,11.6,0,79.5,145.9
9,16.3,9.8,0,63.8,108.3
10,15.1,10.2,0,141.7,75.3
11,10.9,5.2,2,78.4,39.7
12,6.8,0.6,14,52.2,68.6
1,8.7,3.3,7,168.9,32.9
2,8.9,3.1,4,210,56.4
3,10.9,3.5,4,105.8,126.4
4,13.3,5.8,0,68.8,126
5,16,7.8,0,95,156.8
6,17.3,10.8,0,111.2,121.2
7,18.4,11.5,0,76.4,94.7
8,20.5,12.4,0,100.8,143.6
9,17.4,9.8,0,56,125.6
10,11.5,5.3,2,175.9,77
11,10.2,5.4,0,132.4,38.3
12,6.7,2.5,6,44.3,37.7
1,6.9,1,14,107.1,51
2,7.4,0.7,11,46.4,96
3,12,2.8,6,59.1,163
4,15,5.8,0,45.2,186.1
5,15.2,7.8,0,112.3,140.5
6,19.4,11.1,0,72.3,168.4
7,21,13.2,0,45.6,149.5
8,21.1,12.5,0,23.9,190.5
9,17.3,9.6,0,69.7,123.8
10,12.1,4.9,0,23.8,123.3
11,11.1,5.9,0,132.9,63.2
12,7.9,1.7,10,132.9,44
1,7.9,2.8,10,154.4,37.5
2,8.4,1.9,11,72,95.4
3,10.6,3.2,5,71.9,117.6
4,13.8,6.1,0,87.7,116.6
5,17.2,8.1,0,39.7,190.5
6,18.4,10.9,0,99,116
7,19.4,11.4,0,41.6,147.5
8,20.6,13,0,202.6,137
9,16.8,10.5,0,130.1,117.8
10,12.3,6.5,0,182.6,83.5
11,10.9,5.4,4,63.2,50.5
12,9.4,3.5,5,155.4,39.6
1,9.4,3.1,5,204.4,54.9
2,7.9,2.5,4,76.5,90.7
3,11.1,4.2,5,77.6,101.2
4,12.9,5.2,0,98.5,148.1
5,15.3,6.7,0,105.4,197.3
6,19.1,11.4,0,65.9,124.8
7,20.1,12.3,0,26.6,152.6
8,19.6,11.6,0,64.7,162
9,17,10.9,0,103.9,113.6
10,14.4,9,0,175.2,50.6
11,9.6,3.4,6,84,64.7
12,8.2,2.6,9,68.1,33.4
1,7.6,2.2,7,94.6,29.4
2,8.1,2.1,9,54.2,76.3
3,8.1,2.2,9,126,79.4
4,12.3,4.3,2,69.3,166.8
5,16.2,7.3,0,109.3,193.4
6,19.7,10.9,0,48.9,172.5
7,22.7,13.7,0,55.9,210.2
8,19.4,12,0,72.3,162.8
9,18.3,12,0,119.4,106
10,15.1,8.4,0,121.5,84.1
11,10.6,5.5,0,269.7,57
12,9.1,4.4,2,298.9,34.9
1,9.6,4.1,3,216.5,44
2,8.8,3.3,6,122.8,72.1
3,10.5,4,1,114,126.3
4,15.6,7.1,0,31,188
5,15.4,8,0,80.6,171.5
6,18.2,11.4,0,94.6,97.3
7,18.8,11.5,0,76.3,167.4
8,18.2,11.9,0,108,144.9
9,16,9.7,0,59.6,112.8
10,14.2,7.9,0,70.1,104.7
11,10.5,5.4,4,99.5,53.7
12,7.8,2.3,7,142.1,24.2
1,8,3,3,259.9,17.3
2,9,2.7,7,133.8,75.4
3,9.1,2.5,4,145,117.5
4,12.5,4.5,1,55,142.7
5,17.5,8.8,0,21.2,193
6,17.6,9.5,0,90.8,176.6
7,19.5,12.3,0,115.7,132
8,18.2,12,0,151,91.5
9,15.7,9.3,0,101.1,73.5
10,11.8,4.9,1,221.5,103.6
11,8.9,2.9,5,79.1,58.7
12,6.5,0.8,15,119.3,47.6
1,6.8,1.5,6,137.4,37.6
2,7.4,2.3,9,23.3,47.6
3,10.2,3.6,1,97.6,120.5
4,13.8,6.2,0,55.4,128
5,15.8,7.7,0,106.9,202.1
6,19.4,10.9,0,37.9,219.4
7,20,12.7,0,120.5,188.5
8,18.5,12.5,0,173.4,129.6
9,16.6,10.9,0,69.1,106.6
10,13.8,7.9,0,99.8,95.3
11,9.5,4.5,3,250.7,56.5
12,4.6,-0.9,17,65.1,24
1,4.1,-0.8,15,52.1,51.6
2,5.2,-0.9,16,76.7,65.3
3,9.6,2.5,7,75.2,102.3
4,13.6,5.2,1,80.9,151.4
5,15.7,6.8,0,17.2,195.6
6,20.2,11.2,0,29.7,193.5
7,18.5,12.6,0,131.7,113
8,18.5,11,0,71.3,170.4
9,17,10.3,0,132.8,136.2
10,12.9,7,1,121.8,100.3
11,7.1,1.9,10,112.8,58.6
12,1.6,-4.4,25,45,41.7
1,5.9,1,11,101.7,51.6
2,8.3,2.4,4,166.8,51.5
3,9.5,2.3,3,81.3,77
4,15.7,6.4,1,53.9,192.6
5,15,7.5,0,145.7,174.9
6,16.8,9,0,87.7,163.7
7,20.3,10.5,0,80.4,254.4
8,17.9,10.8,0,126.1,119.2
9,16.8,10.4,0,153,117.7
10,13.6,8.5,0,188.3,52.3
11,11.8,5.9,3,180.1,53.2
12,7.6,2,7,234.3,31.7
1,7.3,2.1,10,140.4,49.9
2,8.2,3.1,7,62.9,49.1
3,12.8,5,1,43.8,145.5
4,11.5,3.2,4,59.4,137.7
5,16.1,6.5,1,62.5,227.5
6,16.6,9.5,0,132.4,122
7,18.1,11.2,0,124.4,128.9
8,19.7,11.8,0,129.1,177.4
9,15.3,8.9,0,111.3,130.5
10,11.4,4.3,2,131,106.5
11,8.8,3.1,4,135.3,73.1
12,6.5,1.2,11,184,46.3
1,6.4,2,8,132.5,35.1
2,7.2,0.4,13,60.9,96.9
3,6.1,0.1,15,32.4,92.8
4,10.9,3.2,5,81.7,182.1
5,14.8,6.4,1,94.4,176.5
6,18.3,9.6,0,35.4,197.5
7,22.4,13.1,0,74.5,255
8,19.5,11.9,0,52,138.1
9,16.3,9.6,0,78,107.9
10,13.8,8.5,0,195.7,66.9
11,8.6,1.8,11,85.9,72.4
12,9,4,1,235.9,27.1
1,7.2,2.7,2,166.8,22.2
2,7.8,3.1,0,179.7,40
3,10.3,4,2,121,108.2
4,13.7,6.2,1,76.1,147.4
5,15.8,8.2,0,87.2,123.6
6,19.4,11,0,50.9,190.2
7,21.4,12,0,49.4,239.9
8,18.2,10.5,0,94.4,186.7
9,18.4,10.6,0,15.1,136.2
10,13.9,7.5,0,162.1,77.3
11,10.6,4.9,1,79.2,57.8
12,7.4,1.7,9,175.7,45.9
1,6.6,1.1,10,215.6,57.1
2,7.5,1.3,8,106.2,77.5
3,9.6,2.6,5,145.4,104.6
4,13.3,3.1,3,56.4,243.7
5,13.4,5.9,2,140.6,197.5
6,17,8.8,0,71.2,163.7
7,18.2,10.5,0,137,174
8,18.7,10.9,0,82.7,161.4
9,16.8,8,0,29,184.2
10,13.9,6.3,0,65.8,98.2
11,10.3,5,3,278.4,28
12,9.8,4.2,3,274.9,20.1
1,6.9,2.4,8,191.6,26
2,7.3,0.8,13,173,80.8
3,10.1,2.9,4,72.4,126.9
4,11.5,3.4,3,79.8,173.6
5,16.8,7.4,0,72.7,251.1
6,19.1,10.7,0,57,147.4
7,18.7,11.7,0,95.7,131.1
8,19.3,11.5,0,74.5,144.5
9,17.6,11.3,0,135.2,97.5
10,13.6,6.7,0,36.4,106.3
11,8,1.1,13,79.5,78.6
12,9.6,4.1,5,96,18.8
1,7.6,1.7,14,70.5,47.5
2,8.2,3,3,129.7,34.4
3,11.1,3.8,6,101.6,111.7
4,12.5,5.1,2,23,141.3
5,17.8,8.1,0,51.5,253.1
6,17.7,11.2,0,119.9,109
7,18.8,11.4,0,76.4,149.8
8,18.2,11.1,0,104.6,134
9,16.1,9.6,0,105.4,99.9
10,14,8.2,1,149.4,60.6
11,8.4,2.4,6,91.4,73
12,7,1.2,13,105.6,54.8
1,6,1.2,10,175.1,39.7
2,6.4,0.1,12,67.6,94.5
3,7.2,1.3,10,70.4,87.4
4,12,5.2,1,70.1,116
5,17.7,7.8,0,27.6,232.8
6,20.9,10.5,0,59,252.4
7,21.6,12.7,0,60,218.8
8,18.1,11.5,0,81.7,110.6
9,15.5,8.9,0,100.6,114.9
10,13,6.2,2,104.9,94.1
11,10.1,4.7,2,148.1,46.6
12,8,2.8,8,98.2,31.8
1,6.8,1.8,13,50.3,57
2,10.3,3.5,6,73.7,74.3
3,10.2,4.6,1,146.7,95.7
4,14.3,5.6,1,35.3,169.4
5,15.6,6.9,0,58.5,191
6,18.7,10.9,0,58.1,154
7,21.1,13.8,0,97,159.6
8,20.2,13.4,0,204.5,148.3
9,17.2,10.3,0,113.4,129.4
10,12.2,6.1,4,129.9,106.4
11,7.8,2.7,12,70,59.1
12,8.1,3.7,4,172.2,29.6
1,8.8,4.2,3,145.6,20.5
2,7.8,2.7,1,300,60.1
3,9.8,3.3,2,97.3,102.3
4,14.6,5.2,0,19.3,208.5
5,17.3,7.5,1,52.3,244.4
6,19.6,11.7,0,114,138.2
7,18.2,11.6,0,129.9,115.1
8,19.7,12.6,0,131.4,134.1
9,16.8,9.5,0,103,121.7
10,13,7.1,0,166.4,76.6
11,10.7,6,0,146.1,29.3
12,7,2.5,8,133.8,31.6
1,4.9,-0.2,14,132.2,51
2,7,2.3,8,144.2,58.8
3,10.5,4.6,0,109.9,89.6
4,12.6,2.4,7,12,249.7
5,14.7,6.2,0,64.7,141.6
6,19.7,11.2,0,31.2,180.2
7,22.7,13.5,0,36.8,206
8,20.3,12.5,0,69.6,146.8
9,18.7,11.9,0,107.5,88.9
10,13.9,8.8,0,187.7,67.8
11,10.6,5,3,69.7,72.4
12,7.4,3.2,2,88.3,14.6
1,8.5,4.3,4,75.9,44.6
2,8.7,3.4,2,208.8,61.5
4,12,4.4,2,94.9,110.8
5,14,5.8,0,92.7,133
6,18,8.9,0,31.4,162.4
7,19,10.2,0,42,162.9
8,19,9.1,0,89.4,162.1
9,15,7.7,0,117.6,86.2
10,11,4.2,5,73.6,88.2
11,6,0.7,12,64.6,34.5
12,6,1,15,77.7,67.3
1,6,1,12,70.8,72.6
2,5,-1.3,15,53.4,56.1
3,10,3,3,31.7,142.6
4,11,3.4,4,37.8,169.4
5,13,5,1,45.9,157.8
6,18,9,0,22.2,205.9
7,21,10.6,0,44.2,183.4
8,18,10,0,49.1,141.2
9,15,7.6,0,69.2,116.6
10,13,5,1,58.7,98.9
11,12,5.2,2,61.9,58.8
12,8,2.4,7,66.7,60.5
1,6,0.3,14,75.2,59.4
2,8,2.6,4,62.1,93.7
3,8,0.9,14,39.5,160.8
1,5.9,0.4,11,101.2,35.6
2,9.7,3.8,2,60.2,61.2
3,12.2,4.9,1,32.1,125.4
4,13.6,6.6,0,62.4,94.3
5,15.2,6.5,0,64.4,166.8
4,12,3.6,8,27.5,173.4
5,15,5.8,2,31.2,186.8
6,17,8.3,0,16.2,174.2
7,22,11.7,0,24.5,209.9
8,23,11.3,0,14.2,249.8
9,17,8.7,0,86.2,122.5
10,16,8,2,25.2,122.9
11,10,4,5,116.1,48.4
12,4,-0.9,15,87.6,30.1
1,5,1.9,5,29.9,7.6
2,6,-0.7,19,66.7,90.4
3,5,1.2,9,25.9,29.3
4,12,3.7,8,33.8,110.4
5,13,3.9,3,36,190.3
6,18,7.9,0,8.6,217
7,20,10.2,0,46.8,182
8,21,10.6,0,71.8,179.6
9,16,8.8,0,24.6,103.7
10,14,6.9,0,36.3,107.4
11,8,1.8,13,77.3,87.6
12,5,0.4,13,62.5,39.5
1,5,-0.3,19,13.8,44.7
2,9,2.2,3,71.6,96.8
3,12,3.9,4,12.4,146.7
4,13,4.1,4,5.8,135.5
5,15,4.9,4,54.5,195.9
6,16,9,0,174.4,103.4
7,21,11.1,0,67,209.4
8,22,12.3,0,48.1,186.2
9,17,8,0,11.3,171.2
10,13,5.4,3,31.7,120.2
11,10,5,2,68.2,33
6,18.6,9.7,0,49.8,197.1
7,18.2,11.2,0,86.9,157.2
8,18.7,11.4,0,106.9,161.7
9,19.1,11.1,0,86.9,144.5
10,13.8,7.7,0,97.3,118.3
11,8.9,3.3,3,50,73.5
12,4.6,-0.8,17,57.2,55.2
1,7.1,0.9,8,66.7,63
2,7.2,1.6,5,48.6,62
3,6.1,-1.1,18,42.5,120
4,11.2,4,2,57.9,169.3
5,13.7,6.6,0,80.7,160.6
6,17.9,9.4,0,19.9,207.6
7,17.9,11.3,0,61.5,101.9
8,17.4,10.6,0,137.5,146.7
9,15.8,9.6,0,81.4,90.6
10,13.9,7.2,2,47.4,89.3
11,8.1,2.6,6,37.2,47.6
12,4.9,-0.7,16,78.7,60.6
1,0.9,-4.1,27,11.3,66.3
2,2.8,-2.9,27,5.7,87.8
3,9.5,2.8,6,51,102
4,11.8,5.1,0,49.7,103.7
5,14.3,6.6,0,41,172
6,19.4,10.8,0,98.5,212.6
7,19.2,11.2,0,58.1,165.8
8,17.1,10.9,0,76.3,122.1
9,16.7,9.2,0,107.8,155.1
10,13.8,7.6,0,63.2,82.9
11,10.1,5,1,108,41.5
12,5.5,0.4,11,11.2,51.6
1,6.1,1.1,10,22.6,44.7
2,7.1,1.9,8,15.8,61.4
3,6.8,1.7,10,76.5,67
4,12.2,5.5,1,51.9,109
5,17.6,9.5,0,60.3,194.7
6,16.8,10.2,0,69.4,116.5
7,18.9,12,0,81.9,143.1
8,19.3,11.3,0,71.9,180.3
9,18,9.6,0,43.4,156
10,12.6,5.4,2,75.1,122
11,9.8,4,4,56.2,49.6
12,6.4,-0.3,15,107.4,61.2
1,5.7,0.6,14,77.3,48.2
2,5.9,0.8,11,6,38.4
3,9.5,1.4,9,38.2,130.7
4,11.8,3.9,0,57.6,140.5
5,15.3,7.9,0,72.1,154.2
6,18.9,10.5,0,57,174.7
7,17.1,10.8,0,72.1,102.7
8,18.7,11,0,49.6,171.7
9,15.3,9.2,0,170.6,93.6
10,15.1,7.4,1,41.2,131.2
11,7,1.6,11,55.1,70.2
12,6.9,1.4,7,179.9,51.7
1,5.4,1,10,29,35.3
2,8,3.3,6,100.4,49.6
3,9.5,3.4,2,38.3,93.8
4,10.1,4.3,2,80.1,92.5
5,15.4,7.2,0,75.9,219.1
6,19.2,11.9,0,122.8,167.6
7,18.1,11.2,0,122,147.1
8,18.6,10.6,0,89.8,153.3
9,17.5,10,0,60.3,131.4
10,12.9,6.9,2,75.7,80.9
11,8.2,3,2,73.7,29.7
12,7.8,2.5,5,123.7,41.4
1,6.7,1.6,9,41.4,56.5
2,7.9,2.4,4,51.9,67.9
3,9.9,3.8,1,34.7,137.4
4,10.9,4.3,1,25.7,99.6
5,14.1,6.6,2,144.4,157
6,19.3,9.8,0,62.2,236.5
7,20.6,12.3,0,58.2,193.6
8,19.2,12.1,0,83.7,142.8
9,17,10.3,0,77.3,116.5
10,13.3,7.8,0,118.6,94.4
11,7.9,1.8,10,54.7,56.6
12,6.7,1.3,12,62.2,51.8
1,7,1.8,10,87.2,33.1
2,4.7,-0.8,17,39.9,80.6
3,9.7,2.7,5,59,97.2
4,12.7,4.2,9,45.7,187.8
5,13.5,6.1,0,75.1,142.3
6,19.3,10.9,0,67.3,187.3
7,18.5,11.2,0,92.6,130
8,19.5,12,0,52.6,166.1
9,17,11,0,122.8,112
10,15.1,9.7,0,89.2,64.6
11,8.8,4.1,3,52.8,53
12,5.3,0.9,10,29.6,42.1
1,7.6,3.1,7,74.9,21
2,3.1,-2.5,18,72.8,64.1
3,6,0.6,7,49,80.7
4,11.5,3.2,4,81.5,182.4
5,14.8,7.6,0,96.4,132
6,18.8,9.5,0,51.8,249.3
7,20.8,12.6,0,33,188.4
8,19.7,12.9,0,81.7,156.3
9,17.7,10.8,0,44.6,100.4
10,16,10.2,0,23.9,101
11,7.7,2.1,8,136.5,79
12,5.7,0.6,16,83.5,30.2
1,6.5,1.4,9,67.2,35
2,5.6,-0.1,12,85.4,83.9
3,6.8,0.3,12,60.4,122.8
4,10,3.2,5,92.4,125.2
5,17.9,9.1,0,11.5,200.1
6,21.9,11.9,0,56.2,262.9
7,18.1,11.5,0,67.8,137.9
8,20.1,12.2,0,92.7,160.3
9,17.7,11.1,0,54.5,112.9
10,14.1,7.1,0,73.3,109.6
11,10.3,5.2,1,130.3,50.7
12,6.7,2.3,10,27.1,49.4
1,6.9,2,6,55.3,52.4
2,7.4,2.2,5,34.5,57.6
3,8.2,2.1,9,45.8,70
4,11.8,4.4,2,63.9,109.9
5,16.1,7.5,0,47.9,214.2
6,15.7,9.1,0,74.3,129
7,21.5,12.8,0,37.5,228.1
8,19.1,11.8,0,110.1,139.7
9,18.7,10.1,0,21.3,155.7
10,15.2,8.4,0,69.1,131.3
11,9.1,2.9,11,88.1,85.5
12,9,4.4,3,19.2,27.9
1,6.2,1.9,9,67.7,38.8
2,7,2,2,39.6,54.8
3,10.1,2.9,1,86.8,136.7
4,11.4,5.2,0,74.2,110.2
5,14,7.2,0,65.4,130.5
6,15,8.4,0,117.6,133.1
7,19.7,11.7,0,80.9,184.9
8,18.6,11.5,0,53.2,149.4
9,15.4,8.1,0,36.3,116.9
10,14.3,7.6,0,39.3,106.4
11,9.1,3.5,7,102.1,63.5
12,8.7,2.9,5,71.2,55.5
1,6.7,2.2,6,40.5,38.4
2,7.3,1.7,11,55.3,71.2
3,10.2,2.7,4,37.4,128.7
4,10.4,3.2,3,54.2,148.8
5,15.4,7.8,0,85.2,167.3
6,19.7,10.7,0,27.3,184.8
7,19.4,12.2,0,187.3,151
8,20.6,12.4,0,92,203.7
9,17.7,10.9,0,73.4,123.7
10,12.6,6.1,1,64.9,89.3
11,8.8,3.4,7,57.2,78.6
12,7.7,2.1,10,91,48
1,8.7,3.2,3,69.4,48.9
2,8.1,3,1,74.2,56.5
3,9.4,2.6,5,41.8,111
4,13.2,4.5,0,4.4,172.6
5,15.1,7.4,0,57.6,187
6,17.8,9.9,0,44.6,196.9
7,18,11.4,0,129.2,142
8,19,11.5,0,81.9,170.9
9,15.2,8.7,0,94.8,125.8
10,10.2,5,1,91.1,82.9
11,9,3.9,0,80.1,37.8
12,10.5,5.4,2,61.5,32.2
1,9.4,4.1,2,102.8,27
2,7.7,1.1,9,32.1,90.4
3,7.7,1.8,6,45.2,106
4,11.5,4.6,5,68.4,108.5
5,14,6.1,0,34.3,213.6
6,19.4,9.8,0,21.8,272.6
7,21.1,13,0,54.5,202.1
8,23.2,13.8,0,37.5,224.1
9,16.8,9.1,0,98.6,151.8
10,13.5,6.8,0,30.6,114.2
11,9.3,3,5,58.4,84
12,7.6,3.2,6,62,38.6
1,8.2,3.6,6,91.1,37.6
2,7.4,2.5,6,39,60.2
3,8.2,1.7,9,54.4,122
4,11.9,4.6,1,23,152.7
5,15.5,8.1,0,96.8,138.1
6,21.3,12,0,21.8,221.7
7,22.9,13.7,0,32.8,259.7
8,23.2,12.5,0,7.4,262.2
9,16.7,9.7,0,111.9,96.8
10,13.4,7.9,0,83,70
11,8.7,3.3,4,43.7,73
12,4,0.1,13,66.8,41.7
1,5.2,0.3,16,61.6,49.5
2,7.3,2.3,4,160.6,48.2
3,10.1,4,3,48.7,89.4
4,10.2,3.8,2,55.6,146.1
5,15.2,6.5,0,39.4,245.8
6,16.7,8.6,0,107,206.7
7,19.6,12.1,0,37,190.6
8,19.3,11.7,0,45.5,148.2
9,16,10,0,64.4,102.5
10,14.9,8.8,0,60.8,115.3
11,8.6,3,5,107.3,77.2
12,8.1,4,1,47.9,44.5
1,5.5,1.2,8,85.3,37.6
2,5.4,0.4,15,42.3,54.6
3,9.9,3.3,2,64.2,106.7
4,10.1,3.6,5,28.5,115.2
5,16.7,7.9,0,33.3,202.3
6,16.8,10.1,0,64.9,156.1
7,17.7,11,0,56,147.4
8,17.8,12,0,71.9,112.8
9,16.8,10.5,0,97.8,82.8
10,14.8,9.1,0,24.7,73.3
11,11.1,5.4,5,65.9,74.9
12,6.2,1.1,11,118.3,35.9
1,2.7,-2.9,25,61,59.9
2,3.9,-0.7,15,23.6,67.1
3,7.4,1.9,3,70,72.6
4,11.1,4.4,2,47.8,99.3
5,13.4,5.9,2,107.4,186.7
6,18.2,10.4,0,32.1,164.1
7,19.4,12.1,0,28.4,143.7
8,18.4,11.4,0,103.6,156.5
9,16.8,9.4,0,43.3,147.5
10,14.6,8.6,0,52.5,92.8
11,9.7,3.3,7,101.9,49.2
12,7.7,3.3,5,152.4,51.4
1,4.8,-0.2,13,77.9,54.9
