stu_code,spr_code,stu_gend,Disability,scj_crsc,scj_moac,stu_hqlc,Age,Class,spr_levc,Tariff,Yr1Mark,FinalMark,MitClaims,StuSup
1402980,1402980/1,M,Yes,BSBM,FT,P41,21,2,L6,390,67.5,72.83,0,19
1402997,1402997/2,F,No,BABM,FT,P50,22,9,L6,360,66.75,61.68,0,11
1402999,1402999/1,M,No,BSCSPEX,FT,P50,21,9,L6,200,52.25,60.3,0,3
1403011,1403011/1,M,Yes,BAPESC,FT,Q80,20,3,L6,420,47.5,47.9,0,16
1403054,1403054/1,M,No,BSCSPEX,FT,HUK,20,5,L6,310,57.63,59.83,0,0
1403067,1403067/1,M,No,BSCFCPERF,FT,HUK,21,9,L6,230,51.5,,0,1
1403077,1403077/1,F,No,BABM,FT,Q80,21,7,L6,420,77.25,75.63,0,0
1403098,1403098/1,F,No,BAAAH,FT,P42,21,9,L6,180,59.88,62.35,0,11
1403100,1403100/2,F,No,BAPESC,FT,P50,20,2,L6,160,45.75,47.05,0,1
1403108,1403108/1,F,No,BAAAH,FT,Q80,20,7,L6,280,55.75,59.43,0,4
1403116,1403116/1,F,No,BSCSEPS,FT,P50,21,4,L6,360,65.63,70.23,0,0
1403126,1403126/1,M,No,BABM,FT,P50,21,3,L6,250,62,54.63,0,11
1403127,1403127/1,M,No,BAAAH,FT,P50,20,1,L6,280,57.13,59.55,0,0
1403129,1403129/1,F,Yes,BAPESC,FT,P50,22,3,L6,240,53.63,65.85,0,23
1403139,1403139/1,F,No,BAAAH,FT,P41,22,1,L6,360,71.5,67.95,0,1
1403144,1403144/1,M,No,BABM,FT,P41,20,1,L6,320,64.38,61,0,20
1403152,1403152/1,M,Yes,BAAAH,FT,P50,21,9,L6,240,63.38,63.43,0,5
1403157,1403157/1,M,Yes,BAAAH,FT,Q51,21,2,L6,280,59.5,64.68,0,17
1403160,1403160/1,M,No,BAPESC,FT,P41,20,1,L6,420,70.38,70.33,0,2
1403166,1403166/1,F,Yes,BAAAH,FT,P41,21,4,L6,420,74.5,74.8,0,22
1403176,1403176/1,M,Yes,BSCFCPERF,FT,HUK,21,1,L6,420,55.63,63.48,1,53
1403177,1403177/1,M,Yes,BSCSPTH,FT,P50,22,9,L6,420,68.25,66.83,0,14
1403203,1403203/1,F,No,BAAAH,FT,HUK,56,2,L6,,66.88,62.6,0,4
1403205,1403205/1,F,No,BAAAH,FT,P50,21,9,L6,240,59.13,58.13,0,0
1403208,1403208/1,M,No,BSCSPTH,FT,Q80,21,1,L6,420,47.13,44.93,0,0
1403210,1403210/1,M,No,BSCFCPERF,FT,Q80,22,2,L6,280,47.63,48.75,0,2
1403228,1403228/1,M,No,BASPBUSMAN,FT,P50,21,9,L6,220,49.25,48.55,0,0
1403247,1403247/1,F,Yes,BAAAH,FT,P50,21,2,L6,320,61.88,61.73,0,4
1403261,1403261/1,M,No,BABM,FT,P50,20,1,L6,200,62.25,59.5,0,0
1403282,1403282/1,F,No,BAAAH,FT,P42,20,6,L6,220,56.88,61.75,0,10
1403312,1403312/1,F,No,BAPESC,FT,P41,21,9,L6,270,56.25,55.88,1,19
1403313,1403313/4,F,No,BSCPSYCH,FT,P50,22,,L6,080,65.38,67,0,0
1403317,1403317/1,M,No,BSCSPTH,FT,Q80,21,7,L6,420,57.38,51.4,0,0
1403334,1403334/1,F,Yes,BACOMMU,FT,HUK,21,3,L6,400,69.63,72.95,1,9
1403335,1403335/1,M,No,BAAAH,FT,Q80,36,3,L6,,71.63,71.3,0,1
1403339,1403339/1,M,No,BSCFCPERF,FT,P50,21,7,L6,370,54.75,53.73,0,1
1403349,1403349/1,M,No,BSCSEPS,FT,P50,21,5,L6,260,55.5,62.95,0,0
1403354,1403354/1,M,No,BSCSPEX,FT,P41,25,9,L6,360,45,64.5,0,0
1403372,1403372/1,M,No,BAAAH,FT,HUK,25,6,L6,,55.75,59.98,3,10
1403387,1403387/1,M,No,BABM,FT,P50,21,2,L6,260,70.38,61.68,0,0
1403390,1403390/1,F,No,BABM,FT,P50,21,6,L6,290,66.88,66.95,0,2
1403391,1403391/1,F,No,BASPDEVCO,FT,P50,22,9,L6,420,61.88,58.45,0,0
1403408,1403408/1,F,Yes,BAAAH,FT,P50,21,5,L6,190,49.75,61.08,0,2
1403424,1403424/1,F,No,BAAAH,FT,P50,21,9,L6,300,62.63,59.73,0,8
1403428,1403428/1,F,Yes,BAAAH,FT,Q80,21,2,L6,420,61.38,59.78,0,28
1403442,1403442/1,F,No,BAAAH,FT,P41,22,9,L6,660,65.83,65.5,0,0
1403446,1403446/1,F,No,BAAAH,FT,P50,21,3,L6,495,62.63,68.8,0,2
1403447,1403447/1,F,No,BAAAH,FT,HUK,21,2,L6,300,68.13,72.25,0,9
1403451,1403451/1,F,No,BAAAH,FT,P50,21,4,L6,140,59.88,64.9,0,0
1403463,1403463/1,F,No,BAPESC,FT,P41,21,9,L6,380,44.63,53.85,0,0
1403467,1403467/2,M,No,BSCSPSCO,FT,Q80,21,5,L6,240,48.25,56.58,0,0
1403475,1403475/1,F,No,BAAAH,FT,P41,25,6,L6,360,69.25,74.3,0,16
1403512,1403512/1,M,Yes,BAAAH,FT,P50,23,2,L6,080,68.38,65.7,0,1
1403520,1403520/1,M,No,BAAAH,FT,Q80,20,3,L6,340,62.88,56.85,0,4
1403525,1403525/1,F,No,BABM,FT,HUK,20,2,L6,200,75.5,73.95,0,0
1403543,1403543/1,F,No,BAAAH,FT,P41,21,2,L6,490,62.38,59.55,0,0
1403549,1403549/1,M,No,BAAAH,FT,P50,21,4,L6,320,69.88,69.48,0,0
1403554,1403554/1,F,No,BAAAH,FT,P50,21,1,L6,290,61.13,63.05,0,0
1403572,1403572/2,M,No,BASPBUSMAN,FT,P41,21,4,L6,380,52.25,55.93,0,0
1403575,1403575/1,M,No,BASPDEVCO,FT,P42,21,1,L6,240,61.13,62.85,0,0
1403580,1403580/1,M,No,BAAAH,FT,P42,21,2,L6,290,62.63,70,0,0
1403585,1403585/1,F,No,BAAAH,FT,P93,21,2,L6,420,65.13,63.38,0,1
1403598,1403598/1,M,No,BAAAH,FT,P50,21,3,L6,320,63.13,66.38,0,0
1403599,1403599/1,M,No,BABM,FT,P42,21,7,L6,340,59.75,60.68,0,1
1403607,1403607/1,F,Yes,BAAAH,FT,P50,21,2,L6,260,61.5,62.28,0,42
1403608,1403608/1,M,No,BABM,FT,P50,21,9,L6,277,62.13,57.15,0,0
1403610,1403610/1,F,No,BAAAH,FT,P50,21,2,L6,340,63.63,62.2,0,15
1403613,1403613/1,M,No,BABM,FT,P42,21,9,L6,270,73.38,67.8,0,3
1403619,1403619/1,F,No,BAAAH,FT,P50,22,3,L6,260,56.25,57.1,0,3
1403627,1403627/1,F,No,BAAAH,FT,P50,21,1,L6,220,66.75,69.35,0,13
1403633,1403633/1,F,No,BSCSPTH,FT,P42,21,9,L6,380,68.38,64.98,0,1
1403645,1403645/1,M,No,BAPESC,FT,M44,22,1,L6,380,54.38,69.88,0,12
1403647,1403647/1,F,No,BAAAH,FT,P42,21,6,L6,260,62.38,61.35,0,22
1403667,1403667/1,F,Yes,BAAAH,FT,P42,21,4,L6,440,70.38,66.98,0,57
1403674,1403674/1,M,No,BSCSPEX,FT,HUK,21,2,L6,180,53.5,60.23,0,0
1403693,1403693/1,M,No,BSCSPTH,FT,P50,21,2,L6,440,51.25,53.23,0,1
1403696,1403696/1,M,No,BAAAH,FT,P50,20,2,L6,310,55.25,77.2,0,1
1403755,1403755/1,F,No,BAAAH,FT,P46,21,1,L6,253,52.75,57.83,0,0
1403769,1403769/1,F,No,BAAAH,FT,P50,20,1,L6,305,61,64.98,0,39
1403771,1403771/1,F,No,BAAAH,FT,Q80,21,5,L6,420,70.21,67.9,0,4
1403773,1403773/1,M,No,BAAAH,FT,P50,22,2,L6,315,67.35,64.55,0,4
1403793,1403793/1,M,Yes,BSCMAML,FT,P50,21,1,L6,220,59.62,65.7,0,7
1403795,1403795/1,M,No,BSCSPEX,FT,P42,21,3,L6,320,58.38,59.43,0,1
1403807,1403807/1,F,No,BAAAH,FT,P42,21,1,L6,340,60,63.58,0,2
1403815,1403815/1,F,No,BAAAH,FT,P50,21,2,L6,220,56.75,63.05,0,0
1403818,1403818/1,M,No,BSCMAML,FT,P50,21,2,L6,160,66.93,64.8,0,0
1403837,1403837/2,M,No,BASPDEVCO,FT,P41,21,7,L6,380,49.75,53.45,0,2
1403838,1403838/1,F,No,BASPDEVCO,FT,P50,21,6,L6,140,62.25,63,0,1
1403841,1403841/1,F,No,BSCSPTH,FT,P41,22,3,L6,280,53.63,55.5,1,6
1403850,1403850/1,F,No,BAAAH,FT,P50,22,1,L6,320,65.5,62.4,0,4
1403851,1403851/1,M,No,BAAAH,FT,Q80,21,2,L6,380,60.88,64.08,0,0
1403853,1403853/1,F,No,BAAAH,FT,HUK,21,3,L6,420,63.63,64.43,1,11
1403891,1403891/1,M,No,BAAAH,FT,P50,21,2,L6,280,62.38,60.33,0,0
1403899,1403899/1,M,No,BAAAH,FT,P50,21,4,L6,220,57.75,59.1,0,0
1403900,1403900/1,M,No,BAAAH,FT,P50,21,4,L6,400,63.25,62.75,0,1
1403920,1403920/1,M,No,BSCSPEX,FT,Q80,21,2,L6,400,43,52.45,0,0
1403950,1403950/1,F,No,BAAAH,FT,P50,22,7,L6,130,55.38,55.18,0,0
1403957,1403957/1,M,No,BSCSPEX,FT,HUK,21,2,L6,240,48,58.98,0,0
1403960,1403960/1,F,No,BAAAH,FT,HUK,21,9,L6,260,64.38,66.9,0,0
1403967,1403967/1,M,No,BSCSEPS,FT,P50,20,4,L6,260,54.88,61.73,0,6
1404007,1404007/1,F,No,BAAAH,FT,Q80,21,1,L6,420,60.63,62.63,0,0
1404015,1404015/1,F,No,BAAAH,FT,HUK,21,3,L6,280,61.88,64.25,0,2
1404047,1404047/1,F,Yes,BAAAH,FT,P50,21,5,L6,150,63.75,60.65,0,21
1404048,1404048/1,F,No,BSCSPTH,FT,P50,21,3,L6,180,55.13,55.18,0,1
1404049,1404049/1,F,Yes,BAPESC,FT,Q51,21,2,L6,420,53.75,58.68,0,0
1404051,1404051/1,F,No,BAAAH,FT,P50,21,5,L6,320,57.5,59.43,0,1
1404054,1404054/1,M,No,BSCSEPS,FT,P50,21,6,L6,200,61.75,64.85,0,18
1404056,1404056/1,F,No,BAAAH,FT,P50,21,2,L6,220,60.13,65.6,0,0
1404107,1404107/1,F,No,BAAAH,FT,P50,21,2,L6,350,62.42,70.03,0,0
1404119,1404119/1,M,No,BABM,FT,P50,20,5,L6,200,70.25,53.58,0,0
1404134,1404134/1,M,Yes,BAAAH,FT,P41,21,9,L6,380,62.96,62.9,0,2
1404140,1404140/1,M,No,BAAAH,FT,P50,20,2,L6,240,60.75,57.23,0,10
1404147,1404147/1,M,No,BASPDEVCO,FT,P50,21,2,L6,200,57.25,62.08,0,3
1404155,1404155/1,M,No,BABM,FT,P41,24,6,L6,420,75.75,71.4,0,0
1404157,1404157/1,M,No,BAPESC,FT,Q80,21,2,L6,380,49.75,61.83,0,1
1404161,1404161/1,M,No,BAAAH,FT,Q80,21,4,L6,320,63.38,59.5,0,3
1404162,1404162/1,F,No,BAAAH,FT,P50,21,5,L6,240,67.63,68.93,0,6
1404171,1404171/1,M,No,BABM,FT,P41,25,9,L6,360,63.13,53.65,0,0
1404176,1404176/1,M,No,BAAAH,FT,P50,21,9,L6,310,62,57.45,0,1
1404197,1404197/1,F,No,BAAAH,FT,P50,21,3,L6,430,62.38,67.13,0,0
1404225,1404225/1,F,No,BAAAH,FT,P50,21,9,L6,290,61.88,64.2,0,0
1404244,1404244/1,F,No,BAAAH,FT,P41,21,4,L6,400,63.38,58.03,0,22
1404266,1404266/1,F,No,BSCSPTH,FT,HUK,23,2,L6,200,65.25,68.08,0,0
1404272,1404272/1,F,No,BAAAH,FT,P50,20,9,L6,310,64.13,64.85,0,1
1404279,1404279/2,M,No,BAAAH,FT,P41,23,1,L6,200,57.5,64.25,1,1
1404285,1404285/1,F,No,BAAAH,FT,P50,21,9,L6,280,64.5,64.43,0,5
1404292,1404292/1,M,No,BAAAH,FT,P50,21,2,L6,360,57.13,51.88,0,1
1404310,1404310/1,F,No,BAAAH,FT,P50,21,3,L6,340,63.5,63.88,0,12
1404320,1404320/1,M,Yes,BAAAH,FT,P50,22,6,L6,270,58.38,63.78,0,42
1404330,1404330/1,F,No,BSCSPEX,FT,Q80,20,4,L6,390,51.38,56.23,0,0
1404348,1404348/1,F,No,BAAAH,FT,Q80,21,9,L6,320,64.5,66.98,0,3
1404350,1404350/1,M,No,BASPDEVCO,FT,P42,21,3,L6,220,56.25,55.95,0,0
1404355,1404355/1,F,No,BSCPSYCH,FT,P50,23,6,L6,260,66.38,60.3,0,0
1404357,1404357/1,F,No,BAAAH,FT,P42,20,2,L6,340,64.08,65.7,0,10
1404364,1404364/1,F,No,BABM,FT,Q80,29,6,L6,,64,54.35,0,1
1404386,1404386/1,F,No,BABM,FT,P50,21,6,L6,160,57.63,50.8,0,1
1404394,1404394/1,F,No,BAAAH,FT,P50,20,3,L6,250,62.63,56.5,0,0
1404395,1404395/1,M,No,BAPESC,FT,P50,21,2,L6,340,63.25,58.53,0,3
1404396,1404396/1,M,No,BAAAH,FT,P41,21,1,L6,550,64.75,69.93,0,0
1404397,1404397/1,M,No,BSCSPEX,FT,MUK,20,9,L6,,57,60.05,1,3
1404409,1404409/1,M,Yes,BAAAH,FT,Q80,23,9,L6,160,57.63,62.08,0,2
1404427,1404427/1,F,No,BAAAH,FT,Q80,21,2,L6,400,65.13,58.5,0,1
1404428,1404428/1,F,No,BAAAH,FT,P42,21,2,L6,600,69,68.53,0,0
1404434,1404434/1,M,No,BAAAH,FT,P50,21,2,L6,210,53.63,54.2,0,0
1404478,1404478/1,F,No,BAAAH,FT,P50,22,2,L6,410,62.5,66.7,0,2
1404479,1404479/1,F,No,BAAAH,FT,P42,22,3,L6,200,66.75,67.4,0,0
1404498,1404498/1,F,No,BAAAH,FT,Q80,21,1,L6,360,54.5,52.33,0,0
1404521,1404521/1,F,Yes,BAAAH,FT,HUK,21,2,L6,580,64.63,59.1,0,3
1404537,1404537/1,F,No,BAAAH,FT,P41,24,6,L6,320,60.88,62.45,0,3
1404550,1404550/1,F,No,BAAAH,FT,M71,22,1,L6,220,55,69.53,2,10
1404551,1404551/1,M,No,BAAAH,FT,P50,21,1,L6,470,63.75,67.03,0,2
1404555,1404555/1,M,No,BAAAH,FT,P50,20,9,L6,220,61.5,65.78,0,0
1404559,1404559/1,M,Yes,BSCSPEX,FT,HUK,21,7,L6,320,58,56.28,0,55
1404569,1404569/1,F,No,BAAAH,FT,P41,30,9,L6,360,64.5,68.5,0,6
1404572,1404572/1,M,No,BSCFCPERF,FT,P50,21,3,L6,350,45.5,48.58,0,0
1404610,1404610/1,F,No,BAAAH,FT,Q80,21,9,L6,280,56.13,59.48,0,5
1404614,1404614/1,F,No,BAAAH,FT,P42,21,9,L6,240,53.13,52,0,2
1404624,1404624/1,F,No,BAAAH,FT,HUK,20,4,L6,320,58,61.1,0,10
1404630,1404630/1,M,No,BABM,FT,P50,23,2,L6,,72,76.49,0,1
1404642,1404642/1,F,No,BAAAH,FT,P42,22,1,L6,160,62,60.8,0,6
1404644,1404644/1,M,No,BAAAH,FT,P41,22,6,L6,360,61.63,63.18,0,4
1404652,1404652/1,F,No,BAAAH,FT,P50,21,1,L6,360,55,60.23,0,7
1404670,1404670/1,F,Yes,BAPESC,FT,P50,21,2,L6,440,48.88,49.7,0,40
1404683,1404683/1,F,No,BAPESC,FT,P50,22,3,L6,210,60.88,73.43,0,0
1404688,1404688/1,M,No,BSCSPEX,FT,P50,26,6,L6,540,51.88,60.33,0,0
1404689,1404689/1,M,No,BAPESC,FT,P50,21,1,L6,250,69,64.85,0,0
1404694,1404694/1,F,Yes,BAAAH,FT,P42,22,9,L6,,59.5,61.8,0,1
1404696,1404696/1,M,No,BSCSEPS,FT,P50,21,2,L6,310,53.25,61.8,0,2
1404702,1404702/1,M,No,BABM,FT,P50,21,2,L6,220,56.5,57,0,0
1404718,1404718/1,M,No,BAPESC,FT,P50,21,1,L6,250,60.13,53.9,0,1
1404732,1404732/1,M,No,BABM,FT,P42,23,9,L6,340,69.25,66.13,0,0
1404734,1404734/1,F,No,BAAAH,FT,Q80,21,2,L6,320,57.63,60.98,0,0
1404735,1404735/1,F,No,BAAAH,FT,P42,21,4,L6,275,51.63,55.63,1,2
1404748,1404748/1,M,No,BAPESC,FT,P50,22,5,L6,370,56.88,63.6,0,1
1404754,1404754/1,F,Yes,BAAAH,FT,P50,21,5,L6,400,59.63,61.5,0,25
1404772,1404772/1,M,No,BSCFCPERF,FT,Q80,21,3,L6,240,52.75,51.15,0,0
1404776,1404776/1,F,No,BAAAH,FT,P50,26,7,L6,360,56.38,64.8,0,30
1404790,1404790/1,F,No,BAAAH,FT,P50,21,9,L6,300,58.75,64.95,1,14
1404792,1404792/1,F,Yes,BAAAH,FT,Q80,21,6,L6,400,55,67.8,0,5
1404795,1404795/1,M,No,BAPESC,FT,P41,24,9,L6,160,55.5,62.68,0,0
1404809,1404809/1,F,No,BABM,FT,P50,22,2,L6,240,67.38,63.05,0,0
1404812,1404812/1,F,No,BAPESC,FT,Q80,21,7,L6,450,55.63,54.1,0,1
1404820,1404820/1,F,Yes,BAAAH,FT,Q80,22,6,L6,340,58.25,60.3,0,0
1404827,1404827/1,M,No,BAAAH,FT,P41,23,7,L6,220,58.63,66.85,0,0
1404835,1404835/1,F,No,BAAAH,FT,P42,21,3,L6,370,52,62.25,0,2
1404848,1404848/1,F,No,BSCSPTH,FT,P41,21,7,L6,420,59.88,65.73,0,0
1404854,1404854/1,F,No,BAAAH,FT,P50,21,6,L6,340,57,59.38,0,1
1404862,1404862/1,M,No,BSCSPEX,FT,P41,22,6,L6,140,55.75,66.75,1,2
